lokasi,jumlah_kamar_tidur,jumlah_kamar_mandi,luas_bangunan,harga
"Salemba, Jakarta Pusat",2,1,48,1650000000
"Senen, Jakarta Pusat",2,1,48,988000000
"Senen, Jakarta Pusat",2,1,48,820000000
"Salemba, Jakarta Pusat",3,3,72,1600000000
"Senen, Jakarta Pusat",2,1,53,850000000
"Salemba, Jakarta Pusat",2,1,56,2190000000
"Senen, Jakarta Pusat",1,1,23,1400000000
"Salemba, Jakarta Pusat",1,1,23,750000000
"Senen, Jakarta Pusat",2,1,70,2850000000
"Senen, Jakarta Pusat",1,1,57,1100000000
"Senen, Jakarta Pusat",1,1,57,1100000000
"Salemba, Jakarta Pusat",2,2,67,2700000000
"Salemba, Jakarta Pusat",1,1,28,1000000000
"Senen, Jakarta Pusat",2,1,74,3500000000
"Salemba, Jakarta Pusat",3,2,70,2800000000
"Salemba, Jakarta Pusat",1,1,24,900000000
"Salemba, Jakarta Pusat",1,1,24,650000000
"Senen, Jakarta Pusat",1,1,40,1500000000
"Salemba, Jakarta Pusat",2,1,58,2000000000
"Salemba, Jakarta Pusat",2,1,56,775000000
"Senen, Jakarta Pusat",1,1,33,450000000
"Senen, Jakarta Pusat",1,1,35,1400000000
"Salemba, Jakarta Pusat",1,1,33,650000000
"Kramat, Jakarta Pusat",1,1,33,600000000
"Salemba, Jakarta Pusat",1,1,33,650000000
"Senen, Jakarta Pusat",2,1,29,550000000
"Senen, Jakarta Pusat",1,1,31,750000000
"Senen, Jakarta Pusat",2,2,67,1300000000
"Senen, Jakarta Pusat",1,1,31,1550000000
"Salemba, Jakarta Pusat",2,1,46,1500000000
"Salemba, Jakarta Pusat",1,1,28,1100000000
"Salemba, Jakarta Pusat",1,1,28,1100000000
"Senen, Jakarta Pusat",2,1,30,343000000
"Salemba, Jakarta Pusat",2,1,55,780000000
"Senen, Jakarta Pusat",3,2,72,2900000000
"Salemba, Jakarta Pusat",2,1,48,950000000
"Salemba, Jakarta Pusat",1,1,46,1300000000
"Senen, Jakarta Pusat",2,1,55,1250000000
"Salemba, Jakarta Pusat",2,1,30,600000000
