lokasi,jumlah_kamar_tidur,jumlah_kamar_mandi,luas_bangunan,harga
"Tanah Abang, Jakarta Pusat",1,1,42,1250000000
"Tanah Abang, Jakarta Pusat",2,2,83,2500000000
"Tanah Abang, Jakarta Pusat",1,1,40,899000000
"Tanah Abang, Jakarta Pusat",1,1,65,1100000000
"Karet Tengsin, Jakarta Pusat",1,1,55,1300000000
"Tanah Abang, Jakarta Pusat",1,1,31,900000000
"Tanah Abang, Jakarta Pusat",1,1,45,755000000
"Tanah Abang, Jakarta Pusat",1,1,45,950000000
"Thamrin, Jakarta Pusat",1,1,38,1100000000
"Thamrin, Jakarta Pusat",3,2,103,2400000000
"Thamrin, Jakarta Pusat",2,1,77,1900000000
"Tanah Abang, Jakarta Pusat",2,1,68,1700000000
"Tanah Abang, Jakarta Pusat",2,1,58,1500000000
"Tanah Abang, Jakarta Pusat",2,1,81,2000000000
"Tanah Abang, Jakarta Pusat",2,2,83,2500000000
"Tanah Abang, Jakarta Pusat",1,1,40,899000000
"Tanah Abang, Jakarta Pusat",3,2,142,4800000000
"Tanah Abang, Jakarta Pusat",1,1,60,1600000000
"Tanah Abang, Jakarta Pusat",2,2,130,3250000000
"Tanah Abang, Jakarta Pusat",3,1,76,2200000000
"Tanah Abang, Jakarta Pusat",2,1,48,1100000000
"Thamrin, Jakarta Pusat",3,2,96,2700000000
"Thamrin, Jakarta Pusat",1,1,38,950000000
"Kebon Kacang, Jakarta Pusat",2,1,65,1450000000
"Bendungan Hilir, Jakarta Pusat",2,1,50,885000000
"Tanah Abang, Jakarta Pusat",2,1,56,1300000000
"Tanah Abang, Jakarta Pusat",1,2,105,2900000000
"Bendungan Hilir, Jakarta Pusat",2,1,73,2700000000
"Tanah Abang, Jakarta Pusat",3,2,130,4400000000
"Tanah Abang, Jakarta Pusat",1,1,31,900000000
"Thamrin, Jakarta Pusat",2,1,65,1450000000
"Kebon Melati, Jakarta Pusat",1,1,24,700000000
"Tanah Abang, Jakarta Pusat",1,1,85,2300000000
"Thamrin, Jakarta Pusat",2,1,65,1450000000
"Thamrin, Jakarta Pusat",2,2,78,2150000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1050000000
"Karet Tengsin, Jakarta Pusat",2,2,105,3000000000
"Thamrin, Jakarta Pusat",2,1,58,1300000000
"Thamrin, Jakarta Pusat",2,1,56,1500000000
"Bendungan Hilir, Jakarta Pusat",1,1,31,900000000
"Senayan, Jakarta Pusat",1,1,77,2900000000
"Tanah Abang, Jakarta Pusat",1,2,93,3700000000
"Thamrin, Jakarta Pusat",2,1,69,1400000000
"Thamrin, Jakarta Pusat",2,1,69,1350000000
"Thamrin, Jakarta Pusat",2,1,77,2200000000
"Thamrin, Jakarta Pusat",2,2,77,1700000000
"Kebon Melati, Jakarta Pusat",2,2,77,1850000000
"Karet Tengsin, Jakarta Pusat",2,2,147,6000000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"Thamrin, Jakarta Pusat",1,1,42,900000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"Tanah Abang, Jakarta Pusat",1,1,36,1700000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"Tanah Abang, Jakarta Pusat",1,1,28,975000000
"KH Mas Mansyur, Jakarta Pusat",2,2,144,3800000000
"Thamrin, Jakarta Pusat",2,2,103,2400000000
"Thamrin, Jakarta Pusat",1,1,38,1250000000
"Thamrin, Jakarta Pusat",2,1,58,1800000000
"Tanah Abang, Jakarta Pusat",2,1,65,1470000000
"Kebon Melati, Jakarta Pusat",1,1,38,1150000000
"Thamrin, Jakarta Pusat",1,1,42,1100000000
"Thamrin, Jakarta Pusat",3,2,103,2400000000
"Thamrin, Jakarta Pusat",3,2,103,1900000000
"Kebon Melati, Jakarta Pusat",2,1,58,1600000000
"Bendungan Hilir, Jakarta Pusat",2,1,50,855000000
"Tanah Abang, Jakarta Pusat",1,1,82,5500000000
"Kebon Melati, Jakarta Pusat",2,1,103,5600000000
"Tanah Abang, Jakarta Pusat",1,1,55,3000000000
"Thamrin, Jakarta Pusat",3,2,107,2400000000
"Tanah Abang, Jakarta Pusat",2,2,95,2750000000
"Thamrin, Jakarta Pusat",3,2,102,2500000000
"Karet Tengsin, Jakarta Pusat",3,2,90,1500000000
"Thamrin, Jakarta Pusat",3,2,103,2400000000
"Bendungan Hilir, Jakarta Pusat",1,1,38,1300000000
"Thamrin, Jakarta Pusat",2,2,77,2200000000
"Thamrin, Jakarta Pusat",1,1,55,3400000000
"KH Mas Mansyur, Jakarta Pusat",2,1,48,1000000000
"Thamrin, Jakarta Pusat",2,2,101,2300000000
"Tanah Abang, Jakarta Pusat",2,1,58,1500000000
"Thamrin, Jakarta Pusat",2,1,61,1800000000
"Bendungan Hilir, Jakarta Pusat",2,1,64,3000000000
"Thamrin, Jakarta Pusat",2,2,90,2200000000
"Thamrin, Jakarta Pusat",1,1,40,925000000
"Karet Tengsin, Jakarta Pusat",2,1,48,920000000
"Karet Tengsin, Jakarta Pusat",2,1,48,960000000
"Karet Tengsin, Jakarta Pusat",1,1,40,1000000000
"Thamrin, Jakarta Pusat",3,2,103,2600000000
"Tanah Abang, Jakarta Pusat",2,1,61,1650000000
"Tanah Abang, Jakarta Pusat",1,1,92,1700000000
"Tanah Abang, Jakarta Pusat",2,1,60,3100000000
"Karet Tengsin, Jakarta Pusat",2,2,77,2100000000
"Kebon Melati, Jakarta Pusat",1,1,55,3500000000
"Tanah Abang, Jakarta Pusat",2,1,58,1200000000
"Karet Tengsin, Jakarta Pusat",2,1,52,1100000000
"Tanah Abang, Jakarta Pusat",2,1,103,5800000000
"Bendungan Hilir, Jakarta Pusat",2,1,64,4150000000
"Thamrin, Jakarta Pusat",1,1,42,1100000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1000000000
"Karet Tengsin, Jakarta Pusat",3,2,96,2100000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1000000000
"Thamrin, Jakarta Pusat",1,1,38,1050000000
"Thamrin, Jakarta Pusat",2,1,65,1650000000
"Thamrin, Jakarta Pusat",1,1,40,950000000
"Thamrin, Jakarta Pusat",3,2,103,2700000000
"Tanah Abang, Jakarta Pusat",1,1,55,3400000000
"Thamrin, Jakarta Pusat",1,1,43,2600000000
"Thamrin, Jakarta Pusat",1,1,42,800000000
"Tanah Abang, Jakarta Pusat",1,1,63,1400000000
"Thamrin, Jakarta Pusat",3,2,82,5500000000
"Tanah Abang, Jakarta Pusat",2,1,48,1150000000
"Tanah Abang, Jakarta Pusat",2,1,49,1350000000
"Tanah Abang, Jakarta Pusat",2,1,81,2300000000
"Thamrin, Jakarta Pusat",1,1,42,760000000
"Tanah Abang, Jakarta Pusat",1,1,49,1200000000
"Tanah Abang, Jakarta Pusat",1,1,49,1200000000
"Thamrin, Jakarta Pusat",2,1,58,1500000000
"Thamrin, Jakarta Pusat",1,1,40,1100000000
"Thamrin, Jakarta Pusat",2,1,58,1400000000
"Thamrin, Jakarta Pusat",2,1,77,1950000000
"Tanah Abang, Jakarta Pusat",1,1,30,775000000
"Tanah Abang, Jakarta Pusat",2,1,40,1250000000
"Thamrin, Jakarta Pusat",1,1,55,3200000000
"Bendungan Hilir, Jakarta Pusat",2,1,40,900000000
"Thamrin, Jakarta Pusat",1,1,36,949000000
"Thamrin, Jakarta Pusat",2,2,54,1500000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1200000000
"Thamrin, Jakarta Pusat",2,2,104,2200000000
"Thamrin, Jakarta Pusat",1,1,37,1100000000
"Tanah Abang, Jakarta Pusat",1,1,31,900000000
"Tanah Abang, Jakarta Pusat",2,2,56,1650000000
"Thamrin, Jakarta Pusat",1,1,81,4600000000
"Tanah Abang, Jakarta Pusat",1,1,31,900000000
"Tanah Abang, Jakarta Pusat",1,1,34,890000000
"Kebon Melati, Jakarta Pusat",1,1,40,1150000000
"Tanah Abang, Jakarta Pusat",1,1,34,890000000
"Tanah Abang, Jakarta Pusat",2,1,77,1950000000
"Tanah Abang, Jakarta Pusat",2,1,52,1500000000
"Tanah Abang, Jakarta Pusat",2,2,147,5500000000
"Tanah Abang, Jakarta Pusat",2,1,52,1700000000
"Thamrin, Jakarta Pusat",1,1,45,1500000000
"Karet Tengsin, Jakarta Pusat",3,2,107,2800000000
"KH Mas Mansyur, Jakarta Pusat",2,1,46,1400000000
"Thamrin, Jakarta Pusat",3,2,107,2600000000
"Tanah Abang, Jakarta Pusat",2,2,147,5900000000
"Karet Tengsin, Jakarta Pusat",1,1,50,1400000000
"Tanah Abang, Jakarta Pusat",1,1,38,1000000000
"Tanah Abang, Jakarta Pusat",1,1,41,1000000000
"Tanah Abang, Jakarta Pusat",3,2,104,2000000000
"Tanah Abang, Jakarta Pusat",3,2,104,2500000000
"Tanah Abang, Jakarta Pusat",1,1,32,1000000000
"Tanah Abang, Jakarta Pusat",3,2,125,2800000000
"Tanah Abang, Jakarta Pusat",1,1,44,1200000000
"Tanah Abang, Jakarta Pusat",1,1,44,1200000000
"Thamrin, Jakarta Pusat",2,2,126,5900000000
"Thamrin, Jakarta Pusat",3,2,76,1600000000
"Thamrin, Jakarta Pusat",3,3,95,2500000000
"Tanah Abang, Jakarta Pusat",2,1,95,2500000000
"Tanah Abang, Jakarta Pusat",2,1,100,2500000000
"Tanah Abang, Jakarta Pusat",1,1,85,1600000000
"Tanah Abang, Jakarta Pusat",2,1,36,610000000
"Bendungan Hilir, Jakarta Pusat",1,1,45,900000000
"KH Mas Mansyur, Jakarta Pusat",2,2,84,2500000000
"Senayan, Jakarta Pusat",3,2,105,2350000000
"Karet Tengsin, Jakarta Pusat",3,3,70,2200000000
"Tanah Abang, Jakarta Pusat",2,1,69,1800000000
"Bendungan Hilir, Jakarta Pusat",1,1,85,1800000000
"Bendungan Hilir, Jakarta Pusat",1,1,85,1800000000
"Bendungan Hilir, Jakarta Pusat",1,1,85,1800000000
"Bendungan Hilir, Jakarta Pusat",3,3,150,5300000000
"Tanah Abang, Jakarta Pusat",2,1,100,2300000000
"Tanah Abang, Jakarta Pusat",2,2,69,1800000000
"Tanah Abang, Jakarta Pusat",1,1,40,850000000
"Tanah Abang, Jakarta Pusat",1,1,38,1200000000
"Senayan, Jakarta Pusat",3,2,147,4500000000
"Thamrin, Jakarta Pusat",3,2,95,3500000000
"Tanah Abang, Jakarta Pusat",1,1,40,850000000
"Thamrin, Jakarta Pusat",2,1,56,1350000000
"Bendungan Hilir, Jakarta Pusat",3,2,76,1600000000
"Thamrin, Jakarta Pusat",1,1,55,3900000000
"Bendungan Hilir, Jakarta Pusat",3,2,107,2350000000
"Tanah Abang, Jakarta Pusat",1,1,38,2900000000
"Tanah Abang, Jakarta Pusat",1,1,55,3800000000
"Karet Tengsin, Jakarta Pusat",2,2,85,2300000000
"Thamrin, Jakarta Pusat",1,1,83,5900000000
"Kebon Kacang, Jakarta Pusat",1,1,42,1000000000
"Tanah Abang, Jakarta Pusat",2,1,48,1000000000
"Karet Tengsin, Jakarta Pusat",2,2,101,2600000000
"Kebon Kacang, Jakarta Pusat",1,1,42,1000000000
"Tanah Abang, Jakarta Pusat",2,2,46,1200000000
"Tanah Abang, Jakarta Pusat",2,2,103,3000000000
"Thamrin, Jakarta Pusat",1,1,40,1000000000
"Thamrin, Jakarta Pusat",1,1,41,1100000000
"Thamrin, Jakarta Pusat",2,2,55,1800000000
"Tanah Abang, Jakarta Pusat",1,1,86,1870000000
"Thamrin, Jakarta Pusat",1,1,42,1200000000
"Kebon Melati, Jakarta Pusat",2,2,104,3500000000
"Bendungan Hilir, Jakarta Pusat",1,1,24,750000000
"Tanah Abang, Jakarta Pusat",3,2,75,2700000000
"Thamrin, Jakarta Pusat",3,2,103,2400000000
"Bendungan Hilir, Jakarta Pusat",3,2,120,2890000000
"Tanah Abang, Jakarta Pusat",1,1,38,2900000000
"Tanah Abang, Jakarta Pusat",2,2,97,2600000000
"Tanah Abang, Jakarta Pusat",2,2,97,2600000000
"Tanah Abang, Jakarta Pusat",2,2,97,2600000000
"Thamrin, Jakarta Pusat",3,2,104,1950000000
"Tanah Abang, Jakarta Pusat",3,2,104,1950000000
"Thamrin, Jakarta Pusat",1,1,55,3800000000
"Tanah Abang, Jakarta Pusat",1,1,42,1050000000
"Thamrin, Jakarta Pusat",1,1,38,2900000000
"Tanah Abang, Jakarta Pusat",2,1,58,1400000000
"Tanah Abang, Jakarta Pusat",1,1,40,825000000
"Tanah Abang, Jakarta Pusat",1,1,38,2900000000
"Tanah Abang, Jakarta Pusat",1,1,81,5000000000
"Senayan, Jakarta Pusat",3,2,150,3100000000
"Thamrin, Jakarta Pusat",2,2,100,2000000000
"Tanah Abang, Jakarta Pusat",1,1,30,700000000
"Tanah Abang, Jakarta Pusat",1,1,42,1050000000
"Thamrin, Jakarta Pusat",1,1,81,5000000000
"Thamrin, Jakarta Pusat",1,1,82,5700000000
"Tanah Abang, Jakarta Pusat",3,2,78,2200000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1150000000
"Tanah Abang, Jakarta Pusat",1,1,38,830000000
"Thamrin, Jakarta Pusat",1,1,38,910000000
"Thamrin, Jakarta Pusat",2,1,58,1450000000
"Thamrin, Jakarta Pusat",3,1,108,3600000000
"Thamrin, Jakarta Pusat",1,1,44,1350000000
"Tanah Abang, Jakarta Pusat",3,1,72,1550000000
"Tanah Abang, Jakarta Pusat",2,1,48,1070000000
"Tanah Abang, Jakarta Pusat",2,1,48,990000000
"Tanah Abang, Jakarta Pusat",2,1,48,1150000000
"Thamrin, Jakarta Pusat",1,1,40,1100000000
"Tanah Abang, Jakarta Pusat",2,1,46,1000000000
"Thamrin, Jakarta Pusat",1,1,41,1000000000
"Tanah Abang, Jakarta Pusat",1,1,49,1850000000
"Tanah Abang, Jakarta Pusat",2,1,65,2250000000
"Thamrin, Jakarta Pusat",1,1,81,5700000000
"Tanah Abang, Jakarta Pusat",2,1,48,1000000000
"Thamrin, Jakarta Pusat",3,2,100,2000000000
"Thamrin, Jakarta Pusat",1,1,42,900000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"KH Mas Mansyur, Jakarta Pusat",3,2,130,3800000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"Tanah Abang, Jakarta Pusat",1,1,40,850000000
"Bendungan Hilir, Jakarta Pusat",2,1,60,3500000000
"Tanah Abang, Jakarta Pusat",1,1,40,1150000000
"Tanah Abang, Jakarta Pusat",1,1,40,950000000
"Tanah Abang, Jakarta Pusat",2,2,86,2300000000
"Tanah Abang, Jakarta Pusat",2,2,84,2000000000
"Thamrin, Jakarta Pusat",1,1,42,1000000000
"Tanah Abang, Jakarta Pusat",2,2,86,2300000000
"Thamrin, Jakarta Pusat",2,2,77,1900000000
"Thamrin, Jakarta Pusat",2,2,77,1900000000
"Senayan, Jakarta Pusat",3,2,75,2000000000
"Thamrin, Jakarta Pusat",3,2,87,1900000000
"Tanah Abang, Jakarta Pusat",1,1,42,1100000000
"Tanah Abang, Jakarta Pusat",2,2,120,2750000000
"Senayan, Jakarta Pusat",3,2,75,2000000000
"Karet Tengsin, Jakarta Pusat",1,1,36,850000000
"Senayan, Jakarta Pusat",3,2,150,3100000000
"Tanah Abang, Jakarta Pusat",1,1,63,1500000000
"Tanah Abang, Jakarta Pusat",1,1,42,1000000000
"Bendungan Hilir, Jakarta Pusat",1,2,92,1850000000
"Tanah Abang, Jakarta Pusat",1,1,83,2100000000
"Bendungan Hilir, Jakarta Pusat",1,1,24,750000000
"Tanah Abang, Jakarta Pusat",1,1,63,1500000000
"Tanah Abang, Jakarta Pusat",1,1,42,1300000000
"Bendungan Hilir, Jakarta Pusat",1,1,42,1400000000
"Tanah Abang, Jakarta Pusat",2,1,58,1300000000
"Bendungan Hilir, Jakarta Pusat",3,2,60,3500000000
"Tanah Abang, Jakarta Pusat",1,1,40,960000000
"Tanah Abang, Jakarta Pusat",1,1,42,1100000000
"Thamrin, Jakarta Pusat",2,1,58,1600000000
"Kebon Kacang, Jakarta Pusat",2,2,81,5700000000
"Thamrin, Jakarta Pusat",1,1,38,1050000000
"Karet Tengsin, Jakarta Pusat",2,1,48,960000000
"Karet Tengsin, Jakarta Pusat",3,2,98,2400000000
"Thamrin, Jakarta Pusat",1,1,30,725000000
"Tanah Abang, Jakarta Pusat",1,1,37,850000000
"Tanah Abang, Jakarta Pusat",2,1,48,1100000000
"Tanah Abang, Jakarta Pusat",3,2,98,2550000000
"Tanah Abang, Jakarta Pusat",1,1,83,2100000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1050000000
"Tanah Abang, Jakarta Pusat",1,1,49,1800000000
"Tanah Abang, Jakarta Pusat",3,2,118,2300000000
"Tanah Abang, Jakarta Pusat",1,1,36,1000000000
"Thamrin, Jakarta Pusat",2,1,65,1600000000
"Tanah Abang, Jakarta Pusat",3,2,148,3200000000
"Thamrin, Jakarta Pusat",2,1,58,2000000000
"Tanah Abang, Jakarta Pusat",2,1,58,1400000000
"Karet Tengsin, Jakarta Pusat",3,2,98,2400000000
"Thamrin, Jakarta Pusat",1,1,30,725000000
"Thamrin, Jakarta Pusat",2,2,84,1900000000
"Tanah Abang, Jakarta Pusat",1,1,42,1250000000
"Tanah Abang, Jakarta Pusat",3,2,94,2700000000
"Tanah Abang, Jakarta Pusat",2,1,123,4500000000
"Tanah Abang, Jakarta Pusat",2,1,76,1750000000
"Kebon Melati, Jakarta Pusat",2,2,77,1800000000
"Tanah Abang, Jakarta Pusat",1,1,48,975000000
"Tanah Abang, Jakarta Pusat",2,1,48,1000000000
"Tanah Abang, Jakarta Pusat",2,1,48,1000000000
"Bendungan Hilir, Jakarta Pusat",1,1,24,610000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1000000000
"Thamrin, Jakarta Pusat",2,1,56,1800000000
"Bendungan Hilir, Jakarta Pusat",3,2,95,5500000000
"Thamrin, Jakarta Pusat",1,1,55,3200000000
"Tanah Abang, Jakarta Pusat",1,1,42,1500000000
"Tanah Abang, Jakarta Pusat",2,2,85,2300000000
"Bendungan Hilir, Jakarta Pusat",3,2,118,2950000000
"Tanah Abang, Jakarta Pusat",2,2,162,6000000000
"Tanah Abang, Jakarta Pusat",1,1,27,1100000000
"Bendungan Hilir, Jakarta Pusat",2,1,97,2000000000
"Bendungan Hilir, Jakarta Pusat",3,2,162,5000000000
"Tanah Abang, Jakarta Pusat",2,2,83,2500000000
"Thamrin, Jakarta Pusat",1,1,44,1200000000
"Thamrin, Jakarta Pusat",1,1,44,1290000000
"Tanah Abang, Jakarta Pusat",1,1,82,5210000000
"Tanah Abang, Jakarta Pusat",2,1,79,1700000000
"Kebon Melati, Jakarta Pusat",2,1,58,1200000000
"Thamrin, Jakarta Pusat",1,1,81,5700000000
"Bendungan Hilir, Jakarta Pusat",1,1,24,750000000
"Tanah Abang, Jakarta Pusat",2,2,130,3600000000
